param,name,side
p_149917_0_,meta,-1
p_147497_1_,rendererDispatcher,-1
p_150884_1_,player,-1
p_76552_0_,worldDir,-1
p_76308_13_,yScale,-1
p_75753_1_,player,-1
p_147461_1_,bb,-1
p_82336_1_,rotation,-1
p_150872_2_,provider,-1
p_76588_1_,except,-1
p_77444_1_,stat,-1
p_75483_10_,vecZ,-1
p_148594_2_,entry,-1
p_i45106_1_,playerRiding,-1
p_150872_1_,stat,-1
p_150943_1_,names,-1
p_78274_2_,x,-1
p_76588_2_,box,-1
p_146193_1_,color,-1
p_78262_3_,reverse,-1
p_72726_4_,y,-1
p_148594_1_,sound,-1
p_i1786_2_,thrower,-1
p_96513_1_,playerTeam,-1
p_78274_1_,text,-1
p_76588_3_,outList,-1
p_73045_1_,id,-1
p_i1786_1_,world,-1
p_76588_4_,predicate,-1
p_78274_4_,width,-1
p_i1774_2_,thrower,-1
p_72726_6_,z,-1
p_96501_1_,nbt,-1
p_148594_3_,category,-1
p_i45106_2_,minecart,-1
p_70536_1_,particleTextureIndex,-1
p_78274_3_,y,-1
p_i1585_1_,world,-1
p_i2366_1_,server,-1
p_76493_1_,radius,-1
p_96550_1_,objective,-1
p_152604_1_,gameMode,-1
p_147613_2_,height,-1
p_i46351_12_,zSpeed,-1
p_i1774_1_,world,-1
p_148543_11_,packet,-1
p_i1585_2_,x,-1
p_i1561_3_,slotCount,-1
p_76704_1_,x,-1
p_76704_2_,z,-1
p_i1561_2_,customName,-1
p_78262_2_,width,-1
p_i46351_10_,ySpeed,-1
p_i1561_1_,title,-1
p_75824_2_,compound,-1
p_78262_1_,text,-1
p_i1762_1_,world,-1
p_75824_1_,pos,-1
p_i1585_4_,y,-1
p_i1319_1_,motd,-1
p_76728_2_,random,-1
p_78085_2_,x,-1
p_77493_2_,enchantmentLevel,-1
p_150811_1_,x,-1
p_146097_3_,traceItem,-1
p_76308_15_,zScale,-1
p_i1319_2_,address,-1
p_i1320_1_,list,-1
p_i1750_1_,player,-1
p_72787_1_,player,-1
p_76728_1_,world,-1
p_82228_1_,ticks,-1
p_i1307_1_,frameIndex,-1
p_78085_3_,y,-1
p_96537_0_,name,-1
p_150811_2_,z,-1
p_i1737_1_,world,-1
p_i1713_6_,z,-1
p_82216_1_,headIndex,-1
p_154354_1_,interval,-1
p_82204_3_,maxDifference,-1
p_147448_1_,tileEntityCollection,-1
p_76728_4_,z,-1
p_96549_1_,objective,-1
p_146097_1_,droppedItem,-1
p_82216_2_,target,-1
p_70930_1_,recipeList,-1
p_78085_1_,partName,-1
p_76308_17_,noiseScale,-1
p_74296_1_,settingOption,-1
p_76728_3_,x,-1
p_77321_1_,enchantmentLevel,-1
p_147613_1_,width,-1
p_77493_1_,enchantment,-1
p_146097_2_,dropAround,-1
p_73968_1_,tickDelta,-1
p_i2065_2_,x,-1
p_72872_1_,entityClass,-1
p_151207_0_,json,-1
p_i2065_3_,y,-1
p_145893_5_,z,-1
p_73154_2_,z,-1
p_72872_2_,aabb,-1
p_151219_0_,json,-1
p_73154_1_,x,-1
p_i2065_1_,rand,-1
p_151207_1_,memberName,-1
p_145893_0_,world,-1
p_110594_1_,name,-1
p_151219_2_,fallback,-1
p_72708_10_,velocityY,-1
p_i45453_2_,insideRock,-1
p_73078_10_,zOffset,-1
p_i45465_1_,block,-1
p_145893_1_,x,-1
p_151219_1_,memberName,-1
p_151232_1_,object,-1
p_i1211_1_,world,-1
p_i45084_7_,blendFunction,-1
